ID_Auto,IMEI,MeterId,Socongto,Outstation,STARTTIME,ENDTIME,IMPORTKW,EXPORTKW,TOTALKVA
73467469,3531960426570140,163,20007766,001,2023-03-26 04:30:00.000,2023-03-26 05:00:00.000,0.133440,0.000000,0.000000
73473086,3531960426570140,163,20007766,001,2023-03-26 05:00:00.000,2023-03-26 05:30:00.000,0.173760,0.000000,0.000000
73481955,3531960426570140,163,20007766,001,2023-03-26 05:30:00.000,2023-03-26 06:00:00.000,0.178240,0.000000,0.000000
73485851,3531960426570140,163,20007766,001,2023-03-26 06:00:00.000,2023-03-26 06:30:00.000,0.209200,0.000000,0.000000
73491862,3531960426570140,163,20007766,001,2023-03-26 06:30:00.000,2023-03-26 07:00:00.000,0.253600,0.000000,0.000000
73496325,3531960426570140,163,20007766,001,2023-03-26 07:00:00.000,2023-03-26 07:30:00.000,0.251200,0.000000,0.000000
73502795,3531960426570140,163,20007766,001,2023-03-26 07:30:00.000,2023-03-26 08:00:00.000,0.259920,0.000000,0.000000
73508224,3531960426570140,163,20007766,001,2023-03-26 08:00:00.000,2023-03-26 08:30:00.000,0.265040,0.000000,0.000000
73508225,3531960426570140,163,20007766,001,2023-03-26 08:30:00.000,2023-03-26 09:00:00.000,0.272480,0.000000,0.000000
73517342,3531960426570140,163,20007766,001,2023-03-26 09:00:00.000,2023-03-26 09:30:00.000,0.271680,0.000000,0.000000
73523610,3531960426570140,163,20007766,001,2023-03-26 09:30:00.000,2023-03-26 10:00:00.000,0.257760,0.000000,0.000000
73527581,3531960426570140,163,20007766,001,2023-03-26 10:00:00.000,2023-03-26 10:30:00.000,0.267280,0.000000,0.000000
73534104,3531960426570140,163,20007766,001,2023-03-26 10:30:00.000,2023-03-26 11:00:00.000,0.273600,0.000000,0.000000
73539405,3531960426570140,163,20007766,001,2023-03-26 11:00:00.000,2023-03-26 11:30:00.000,0.269120,0.000000,0.000000
73544892,3531960426570140,163,20007766,001,2023-03-26 11:30:00.000,2023-03-26 12:00:00.000,0.280080,0.000000,0.000000
73547150,3531960426570140,163,20007766,001,2023-03-26 12:00:00.000,2023-03-26 12:30:00.000,0.269520,0.000000,0.000000
73552424,3531960426570140,163,20007766,001,2023-03-26 12:30:00.000,2023-03-26 13:00:00.000,0.264160,0.000000,0.000000
73560059,3531960426570140,163,20007766,001,2023-03-26 13:00:00.000,2023-03-26 13:30:00.000,0.267200,0.000000,0.000000
73565952,3531960426570140,163,20007766,001,2023-03-26 13:30:00.000,2023-03-26 14:00:00.000,0.271280,0.000000,0.000000
73570678,3531960426570140,163,20007766,001,2023-03-26 14:00:00.000,2023-03-26 14:30:00.000,0.269840,0.000000,0.000000
73577412,3531960426570140,163,20007766,001,2023-03-26 14:30:00.000,2023-03-26 15:00:00.000,0.267520,0.000000,0.000000
73577413,3531960426570140,163,20007766,001,2023-03-26 15:00:00.000,2023-03-26 15:30:00.000,0.252240,0.000000,0.000000
73588469,3531960426570140,163,20007766,001,2023-03-26 15:30:00.000,2023-03-26 16:00:00.000,0.249120,0.000000,0.000000
73592943,3531960426570140,163,20007766,001,2023-03-26 16:00:00.000,2023-03-26 16:30:00.000,0.243120,0.000000,0.000000
73599076,3531960426570140,163,20007766,001,2023-03-26 16:30:00.000,2023-03-26 17:00:00.000,0.253680,0.000000,0.000000
73603719,3531960426570140,163,20007766,001,2023-03-26 17:00:00.000,2023-03-26 17:30:00.000,0.257440,0.000000,0.000000
73609100,3531960426570140,163,20007766,001,2023-03-26 17:30:00.000,2023-03-26 18:00:00.000,0.266000,0.000000,0.000000
73615408,3531960426570140,163,20007766,001,2023-03-26 18:00:00.000,2023-03-26 18:30:00.000,0.259360,0.000000,0.000000
73618241,3531960426570140,163,20007766,001,2023-03-26 18:30:00.000,2023-03-26 19:00:00.000,0.241920,0.000000,0.000000
73623898,3531960426570140,163,20007766,001,2023-03-26 19:00:00.000,2023-03-26 19:30:00.000,0.233920,0.000000,0.000000
73630071,3531960426570140,163,20007766,001,2023-03-26 19:30:00.000,2023-03-26 20:00:00.000,0.231840,0.000000,0.000000
73635496,3531960426570140,163,20007766,001,2023-03-26 20:00:00.000,2023-03-26 20:30:00.000,0.221600,0.000000,0.000000
73641483,3531960426570140,163,20007766,001,2023-03-26 20:30:00.000,2023-03-26 21:00:00.000,0.217360,0.000000,0.000000
73646413,3531960426570140,163,20007766,001,2023-03-26 21:00:00.000,2023-03-26 21:30:00.000,0.202320,0.000000,0.000000
73652739,3531960426570140,163,20007766,001,2023-03-26 21:30:00.000,2023-03-26 22:00:00.000,0.188000,0.000000,0.000000
73656723,3531960426570140,163,20007766,001,2023-03-26 22:00:00.000,2023-03-26 22:30:00.000,0.156080,0.000000,0.000000
73662729,3531960426570140,163,20007766,001,2023-03-26 22:30:00.000,2023-03-26 23:00:00.000,0.151600,0.000000,0.000000
73667214,3531960426570140,163,20007766,001,2023-03-26 23:00:00.000,2023-03-26 23:30:00.000,0.153200,0.000000,0.000000
73672484,3531960426570140,163,20007766,001,2023-03-26 23:30:00.000,2023-03-27 00:00:00.000,0.142480,0.000000,0.000000
73677755,3531960426570140,163,20007766,001,2023-03-27 00:00:00.000,2023-03-27 00:30:00.000,0.131600,0.000000,0.000000
73684646,3531960426570140,163,20007766,001,2023-03-27 00:30:00.000,2023-03-27 01:00:00.000,0.121280,0.000000,0.000000
73688483,3531960426570140,163,20007766,001,2023-03-27 01:00:00.000,2023-03-27 01:30:00.000,0.118400,0.000000,0.000000
73696102,3531960426570140,163,20007766,001,2023-03-27 01:30:00.000,2023-03-27 02:00:00.000,0.115680,0.000000,0.000000
73700673,3531960426570140,163,20007766,001,2023-03-27 02:00:00.000,2023-03-27 02:30:00.000,0.116080,0.000000,0.000000
73706248,3531960426570140,163,20007766,001,2023-03-27 02:30:00.000,2023-03-27 03:00:00.000,0.116240,0.000000,0.000000
73711354,3531960426570140,163,20007766,001,2023-03-27 03:00:00.000,2023-03-27 03:30:00.000,0.115840,0.000000,0.000000
73716932,3531960426570140,163,20007766,001,2023-03-27 03:30:00.000,2023-03-27 04:00:00.000,0.115680,0.000000,0.000000
73722108,3531960426570140,163,20007766,001,2023-03-27 04:00:00.000,2023-03-27 04:30:00.000,0.108960,0.000000,0.000000
73726009,3531960426570140,163,20007766,001,2023-03-27 04:30:00.000,2023-03-27 05:00:00.000,0.115520,0.000000,0.000000
73732318,3531960426570140,163,20007766,001,2023-03-27 05:00:00.000,2023-03-27 05:30:00.000,0.162400,0.000000,0.000000
73739327,3531960426570140,163,20007766,001,2023-03-27 05:30:00.000,2023-03-27 06:00:00.000,0.165120,0.000000,0.000000
73745624,3531960426570140,163,20007766,001,2023-03-27 06:00:00.000,2023-03-27 06:30:00.000,0.182960,0.000000,0.000000
73750017,3531960426570140,163,20007766,001,2023-03-27 06:30:00.000,2023-03-27 07:00:00.000,0.232800,0.000000,0.000000
73755527,3531960426570140,163,20007766,001,2023-03-27 07:00:00.000,2023-03-27 07:30:00.000,0.240480,0.000000,0.000000
73761449,3531960426570140,163,20007766,001,2023-03-27 07:30:00.000,2023-03-27 08:00:00.000,0.247120,0.000000,0.000000
73766281,3531960426570140,163,20007766,001,2023-03-27 08:00:00.000,2023-03-27 08:30:00.000,0.261680,0.000000,0.000000
73772030,3531960426570140,163,20007766,001,2023-03-27 08:30:00.000,2023-03-27 09:00:00.000,0.271760,0.000000,0.000000
73776907,3531960426570140,163,20007766,001,2023-03-27 09:00:00.000,2023-03-27 09:30:00.000,0.268640,0.000000,0.000000
73781571,3531960426570140,163,20007766,001,2023-03-27 09:30:00.000,2023-03-27 10:00:00.000,0.279760,0.000000,0.000000
73788292,3531960426570140,163,20007766,001,2023-03-27 10:00:00.000,2023-03-27 10:30:00.000,0.284800,0.000000,0.000000
73793097,3531960426570140,163,20007766,001,2023-03-27 10:30:00.000,2023-03-27 11:00:00.000,0.269760,0.000000,0.000000
73798596,3531960426570140,163,20007766,001,2023-03-27 11:00:00.000,2023-03-27 11:30:00.000,0.256960,0.000000,0.000000
73807838,3531960426570140,163,20007766,001,2023-03-27 11:30:00.000,2023-03-27 12:00:00.000,0.268480,0.000000,0.000000
73807839,3531960426570140,163,20007766,001,2023-03-27 12:00:00.000,2023-03-27 12:30:00.000,0.267200,0.000000,0.000000
73814370,3531960426570140,163,20007766,001,2023-03-27 12:30:00.000,2023-03-27 13:00:00.000,0.262560,0.000000,0.000000
73820589,3531960426570140,163,20007766,001,2023-03-27 13:00:00.000,2023-03-27 13:30:00.000,0.260800,0.000000,0.000000
73826334,3531960426570140,163,20007766,001,2023-03-27 13:30:00.000,2023-03-27 14:00:00.000,0.266080,0.000000,0.000000
73831884,3531960426570140,163,20007766,001,2023-03-27 14:00:00.000,2023-03-27 14:30:00.000,0.259680,0.000000,0.000000
73837293,3531960426570140,163,20007766,001,2023-03-27 14:30:00.000,2023-03-27 15:00:00.000,0.256400,0.000000,0.000000
73842982,3531960426570140,163,20007766,001,2023-03-27 15:00:00.000,2023-03-27 15:30:00.000,0.262560,0.000000,0.000000
73849063,3531960426570140,163,20007766,001,2023-03-27 15:30:00.000,2023-03-27 16:00:00.000,0.262880,0.000000,0.000000
73853856,3531960426570140,163,20007766,001,2023-03-27 16:00:00.000,2023-03-27 16:30:00.000,0.254560,0.000000,0.000000
73858924,3531960426570140,163,20007766,001,2023-03-27 16:30:00.000,2023-03-27 17:00:00.000,0.257040,0.000000,0.000000
73864055,3531960426570140,163,20007766,001,2023-03-27 17:00:00.000,2023-03-27 17:30:00.000,0.269600,0.000000,0.000000
73870368,3531960426570140,163,20007766,001,2023-03-27 17:30:00.000,2023-03-27 18:00:00.000,0.270160,0.000000,0.000000
73875173,3531960426570140,163,20007766,001,2023-03-27 18:00:00.000,2023-03-27 18:30:00.000,0.264640,0.000000,0.000000
73880477,3531960426570140,163,20007766,001,2023-03-27 18:30:00.000,2023-03-27 19:00:00.000,0.262160,0.000000,0.000000
73880478,3531960426570140,163,20007766,001,2023-03-27 19:00:00.000,2023-03-27 19:30:00.000,0.239280,0.000000,0.000000
73891626,3531960426570140,163,20007766,001,2023-03-27 19:30:00.000,2023-03-27 20:00:00.000,0.227840,0.000000,0.000000
73895461,3531960426570140,163,20007766,001,2023-03-27 20:00:00.000,2023-03-27 20:30:00.000,0.215760,0.000000,0.000000
73901762,3531960426570140,163,20007766,001,2023-03-27 20:30:00.000,2023-03-27 21:00:00.000,0.217440,0.000000,0.000000
73906216,3531960426570140,163,20007766,001,2023-03-27 21:00:00.000,2023-03-27 21:30:00.000,0.195040,0.000000,0.000000
73911427,3531960426570140,163,20007766,001,2023-03-27 21:30:00.000,2023-03-27 22:00:00.000,0.179120,0.000000,0.000000
73917187,3531960426570140,163,20007766,001,2023-03-27 22:00:00.000,2023-03-27 22:30:00.000,0.165520,0.000000,0.000000
73922380,3531960426570140,163,20007766,001,2023-03-27 22:30:00.000,2023-03-27 23:00:00.000,0.147200,0.000000,0.000000
73927297,3531960426570140,163,20007766,001,2023-03-27 23:00:00.000,2023-03-27 23:30:00.000,0.143680,0.000000,0.000000
73932748,3531960426570140,163,20007766,001,2023-03-27 23:30:00.000,2023-03-28 00:00:00.000,0.137680,0.000000,0.000000
73938270,3531960426570140,163,20007766,001,2023-03-28 00:00:00.000,2023-03-28 00:30:00.000,0.124960,0.000000,0.000000
73945824,3531960426570140,163,20007766,001,2023-03-28 00:30:00.000,2023-03-28 01:00:00.000,0.123840,0.000000,0.000000
73949897,3531960426570140,163,20007766,001,2023-03-28 01:00:00.000,2023-03-28 01:30:00.000,0.123440,0.000000,0.000000
73957687,3531960426570140,163,20007766,001,2023-03-28 01:30:00.000,2023-03-28 02:00:00.000,0.122960,0.000000,0.000000
73962376,3531960426570140,163,20007766,001,2023-03-28 02:00:00.000,2023-03-28 02:30:00.000,0.117920,0.000000,0.000000
73967187,3531960426570140,163,20007766,001,2023-03-28 02:30:00.000,2023-03-28 03:00:00.000,0.113440,0.000000,0.000000
73970996,3531960426570140,163,20007766,001,2023-03-28 03:00:00.000,2023-03-28 03:30:00.000,0.117360,0.000000,0.000000
73977886,3531960426570140,163,20007766,001,2023-03-28 03:30:00.000,2023-03-28 04:00:00.000,0.111280,0.000000,0.000000
73983642,3531960426570140,163,20007766,001,2023-03-28 04:00:00.000,2023-03-28 04:30:00.000,0.111840,0.000000,0.000000
73988301,3531960426570140,163,20007766,001,2023-03-28 04:30:00.000,2023-03-28 05:00:00.000,0.131840,0.000000,0.000000
73993086,3531960426570140,163,20007766,001,2023-03-28 05:00:00.000,2023-03-28 05:30:00.000,0.177520,0.000000,0.000000
74002211,3531960426570140,163,20007766,001,2023-03-28 05:30:00.000,2023-03-28 06:00:00.000,0.180960,0.000000,0.000000
74006489,3531960426570140,163,20007766,001,2023-03-28 06:00:00.000,2023-03-28 06:30:00.000,0.212720,0.000000,0.000000
74011369,3531960426570140,163,20007766,001,2023-03-28 06:30:00.000,2023-03-28 07:00:00.000,0.200320,0.000000,0.000000
74017450,3531960426570140,163,20007766,001,2023-03-28 07:00:00.000,2023-03-28 07:30:00.000,0.207200,0.000000,0.000000
74022970,3531960426570140,163,20007766,001,2023-03-28 07:30:00.000,2023-03-28 08:00:00.000,0.229280,0.000000,0.000000
74028575,3531960426570140,163,20007766,001,2023-03-28 08:00:00.000,2023-03-28 08:30:00.000,0.248240,0.000000,0.000000
74033382,3531960426570140,163,20007766,001,2023-03-28 08:30:00.000,2023-03-28 09:00:00.000,0.249040,0.000000,0.000000
74037614,3531960426570140,163,20007766,001,2023-03-28 09:00:00.000,2023-03-28 09:30:00.000,0.258480,0.000000,0.000000
74042491,3531960426570140,163,20007766,001,2023-03-28 09:30:00.000,2023-03-28 10:00:00.000,0.255280,0.000000,0.000000
74049015,3531960426570140,163,20007766,001,2023-03-28 10:00:00.000,2023-03-28 10:30:00.000,0.256640,0.000000,0.000000
74053824,3531960426570140,163,20007766,001,2023-03-28 10:30:00.000,2023-03-28 11:00:00.000,0.249920,0.000000,0.000000
74059643,3531960426570140,163,20007766,001,2023-03-28 11:00:00.000,2023-03-28 11:30:00.000,0.246800,0.000000,0.000000
74065474,3531960426570140,163,20007766,001,2023-03-28 11:30:00.000,2023-03-28 12:00:00.000,0.243600,0.000000,0.000000
74068951,3531960426570140,163,20007766,001,2023-03-28 12:00:00.000,2023-03-28 12:30:00.000,0.248160,0.000000,0.000000
74076728,3531960426570140,163,20007766,001,2023-03-28 12:30:00.000,2023-03-28 13:00:00.000,0.250480,0.000000,0.000000
74081587,3531960426570140,163,20007766,001,2023-03-28 13:00:00.000,2023-03-28 13:30:00.000,0.244400,0.000000,0.000000
74087923,3531960426570140,163,20007766,001,2023-03-28 13:30:00.000,2023-03-28 14:00:00.000,0.240480,0.000000,0.000000
74092489,3531960426570140,163,20007766,001,2023-03-28 14:00:00.000,2023-03-28 14:30:00.000,0.234800,0.000000,0.000000
74095322,3531960426570140,163,20007766,001,2023-03-28 14:30:00.000,2023-03-28 15:00:00.000,0.230880,0.000000,0.000000
74102252,3531960426570140,163,20007766,001,2023-03-28 15:00:00.000,2023-03-28 15:30:00.000,0.234160,0.000000,0.000000
74109052,3531960426570140,163,20007766,001,2023-03-28 15:30:00.000,2023-03-28 16:00:00.000,0.227440,0.000000,0.000000
74113047,3531960426570140,163,20007766,001,2023-03-28 16:00:00.000,2023-03-28 16:30:00.000,0.222880,0.000000,0.000000
74119828,3531960426570140,163,20007766,001,2023-03-28 16:30:00.000,2023-03-28 17:00:00.000,0.230240,0.000000,0.000000
74125689,3531960426570140,163,20007766,001,2023-03-28 17:00:00.000,2023-03-28 17:30:00.000,0.236480,0.000000,0.000000
74131767,3531960426570140,163,20007766,001,2023-03-28 17:30:00.000,2023-03-28 18:00:00.000,0.250080,0.000000,0.000000
74135902,3531960426570140,163,20007766,001,2023-03-28 18:00:00.000,2023-03-28 18:30:00.000,0.227760,0.000000,0.000000
74141838,3531960426570140,163,20007766,001,2023-03-28 18:30:00.000,2023-03-28 19:00:00.000,0.244880,0.000000,0.000000
74145452,3531960426570140,163,20007766,001,2023-03-28 19:00:00.000,2023-03-28 19:30:00.000,0.240080,0.000000,0.000000
74153256,3531960426570140,163,20007766,001,2023-03-28 19:30:00.000,2023-03-28 20:00:00.000,0.232800,0.000000,0.000000
74156640,3531960426570140,163,20007766,001,2023-03-28 20:00:00.000,2023-03-28 20:30:00.000,0.218960,0.000000,0.000000
74163378,3531960426570140,163,20007766,001,2023-03-28 20:30:00.000,2023-03-28 21:00:00.000,0.199840,0.000000,0.000000
74168770,3531960426570140,163,20007766,001,2023-03-28 21:00:00.000,2023-03-28 21:30:00.000,0.176800,0.000000,0.000000
74174841,3531960426570140,163,20007766,001,2023-03-28 21:30:00.000,2023-03-28 22:00:00.000,0.160560,0.000000,0.000000
74179841,3531960426570140,163,20007766,001,2023-03-28 22:00:00.000,2023-03-28 22:30:00.000,0.138960,0.000000,0.000000
74183687,3531960426570140,163,20007766,001,2023-03-28 22:30:00.000,2023-03-28 23:00:00.000,0.127760,0.000000,0.000000
74190228,3531960426570140,163,20007766,001,2023-03-28 23:00:00.000,2023-03-28 23:30:00.000,0.122800,0.000000,0.000000
74194542,3531960426570140,163,20007766,001,2023-03-28 23:30:00.000,2023-03-29 00:00:00.000,0.124640,0.000000,0.000000
74199960,3531960426570140,163,20007766,001,2023-03-29 00:00:00.000,2023-03-29 00:30:00.000,0.124000,0.000000,0.000000
74207425,3531960426570140,163,20007766,001,2023-03-29 00:30:00.000,2023-03-29 01:00:00.000,0.110960,0.000000,0.000000
74211081,3531960426570140,163,20007766,001,2023-03-29 01:00:00.000,2023-03-29 01:30:00.000,0.109520,0.000000,0.000000
74216426,3531960426570140,163,20007766,001,2023-03-29 01:30:00.000,2023-03-29 02:00:00.000,0.105440,0.000000,0.000000
74223728,3531960426570140,163,20007766,001,2023-03-29 02:00:00.000,2023-03-29 02:30:00.000,0.103360,0.000000,0.000000
74227507,3531960426570140,163,20007766,001,2023-03-29 02:30:00.000,2023-03-29 03:00:00.000,0.098320,0.000000,0.000000
74233551,3531960426570140,163,20007766,001,2023-03-29 03:00:00.000,2023-03-29 03:30:00.000,0.099200,0.000000,0.000000
74239036,3531960426570140,163,20007766,001,2023-03-29 03:30:00.000,2023-03-29 04:00:00.000,0.101040,0.000000,0.000000
74244845,3531960426570140,163,20007766,001,2023-03-29 04:00:00.000,2023-03-29 04:30:00.000,0.105040,0.000000,0.000000
74249655,3531960426570140,163,20007766,001,2023-03-29 04:30:00.000,2023-03-29 05:00:00.000,0.133120,0.000000,0.000000
74253209,3531960426570140,163,20007766,001,2023-03-29 05:00:00.000,2023-03-29 05:30:00.000,0.163200,0.000000,0.000000
74263576,3531960426570140,163,20007766,001,2023-03-29 05:30:00.000,2023-03-29 06:00:00.000,0.162320,0.000000,0.000000
74268354,3531960426570140,163,20007766,001,2023-03-29 06:00:00.000,2023-03-29 06:30:00.000,0.199280,0.000000,0.000000
74273164,3531960426570140,163,20007766,001,2023-03-29 06:30:00.000,2023-03-29 07:00:00.000,0.205280,0.000000,0.000000
74278974,3531960426570140,163,20007766,001,2023-03-29 07:00:00.000,2023-03-29 07:30:00.000,0.213680,0.000000,0.000000
74282632,3531960426570140,163,20007766,001,2023-03-29 07:30:00.000,2023-03-29 08:00:00.000,0.221360,0.000000,0.000000
74289588,3531960426570140,163,20007766,001,2023-03-29 08:00:00.000,2023-03-29 08:30:00.000,0.235040,0.000000,0.000000
74295768,3531960426570140,163,20007766,001,2023-03-29 08:30:00.000,2023-03-29 09:00:00.000,0.244960,0.000000,0.000000
74300129,3531960426570140,163,20007766,001,2023-03-29 09:00:00.000,2023-03-29 09:30:00.000,0.253520,0.000000,0.000000
74305779,3531960426570140,163,20007766,001,2023-03-29 09:30:00.000,2023-03-29 10:00:00.000,0.243600,0.000000,0.000000
74312130,3531960426570140,163,20007766,001,2023-03-29 10:00:00.000,2023-03-29 10:30:00.000,0.252720,0.000000,0.000000
74316626,3531960426570140,163,20007766,001,2023-03-29 10:30:00.000,2023-03-29 11:00:00.000,0.254640,0.000000,0.000000
74321662,3531960426570140,163,20007766,001,2023-03-29 11:00:00.000,2023-03-29 11:30:00.000,0.241600,0.000000,0.000000
74328182,3531960426570140,163,20007766,001,2023-03-29 11:30:00.000,2023-03-29 12:00:00.000,0.233120,0.000000,0.000000
74332843,3531960426570140,163,20007766,001,2023-03-29 12:00:00.000,2023-03-29 12:30:00.000,0.241520,0.000000,0.000000
74339390,3531960426570140,163,20007766,001,2023-03-29 12:30:00.000,2023-03-29 13:00:00.000,0.243680,0.000000,0.000000
74345255,3531960426570140,163,20007766,001,2023-03-29 13:00:00.000,2023-03-29 13:30:00.000,0.237680,0.000000,0.000000
74351380,3531960426570140,163,20007766,001,2023-03-29 13:30:00.000,2023-03-29 14:00:00.000,0.239040,0.000000,0.000000
74356492,3531960426570140,163,20007766,001,2023-03-29 14:00:00.000,2023-03-29 14:30:00.000,0.240000,0.000000,0.000000
74362172,3531960426570140,163,20007766,001,2023-03-29 14:30:00.000,2023-03-29 15:00:00.000,0.256400,0.000000,0.000000
74362173,3531960426570140,163,20007766,001,2023-03-29 15:00:00.000,2023-03-29 15:30:00.000,0.254720,0.000000,0.000000
74372978,3531960426570140,163,20007766,001,2023-03-29 15:30:00.000,2023-03-29 16:00:00.000,0.255280,0.000000,0.000000
74378031,3531960426570140,163,20007766,001,2023-03-29 16:00:00.000,2023-03-29 16:30:00.000,0.240880,0.000000,0.000000
74383169,3531960426570140,163,20007766,001,2023-03-29 16:30:00.000,2023-03-29 17:00:00.000,0.241440,0.000000,0.000000
74387770,3531960426570140,163,20007766,001,2023-03-29 17:00:00.000,2023-03-29 17:30:00.000,0.266960,0.000000,0.000000
74394581,3531960426570140,163,20007766,001,2023-03-29 17:30:00.000,2023-03-29 18:00:00.000,0.266960,0.000000,0.000000
74394582,3531960426570140,163,20007766,001,2023-03-29 18:00:00.000,2023-03-29 18:30:00.000,0.262640,0.000000,0.000000
74403483,3531960426570140,163,20007766,001,2023-03-29 18:30:00.000,2023-03-29 19:00:00.000,0.248640,0.000000,0.000000
74408875,3531960426570140,163,20007766,001,2023-03-29 19:00:00.000,2023-03-29 19:30:00.000,0.237520,0.000000,0.000000
74415245,3531960426570140,163,20007766,001,2023-03-29 19:30:00.000,2023-03-29 20:00:00.000,0.228800,0.000000,0.000000
74420766,3531960426570140,163,20007766,001,2023-03-29 20:00:00.000,2023-03-29 20:30:00.000,0.224640,0.000000,0.000000
74426201,3531960426570140,163,20007766,001,2023-03-29 20:30:00.000,2023-03-29 21:00:00.000,0.208160,0.000000,0.000000
74426203,3531960426570140,163,20007766,001,2023-03-29 21:00:00.000,2023-03-29 21:30:00.000,0.203360,0.000000,0.000000
74436438,3531960426570140,163,20007766,001,2023-03-29 21:30:00.000,2023-03-29 22:00:00.000,0.189600,0.000000,0.000000
74441849,3531960426570140,163,20007766,001,2023-03-29 22:00:00.000,2023-03-29 22:30:00.000,0.160480,0.000000,0.000000
74447209,3531960426570140,163,20007766,001,2023-03-29 22:30:00.000,2023-03-29 23:00:00.000,0.141680,0.000000,0.000000
74452398,3531960426570140,163,20007766,001,2023-03-29 23:00:00.000,2023-03-29 23:30:00.000,0.134080,0.000000,0.000000
74457107,3531960426570140,163,20007766,001,2023-03-29 23:30:00.000,2023-03-30 00:00:00.000,0.135120,0.000000,0.000000
74462909,3531960426570140,163,20007766,001,2023-03-30 00:00:00.000,2023-03-30 00:30:00.000,0.125760,0.000000,0.000000
74469839,3531960426570140,163,20007766,001,2023-03-30 00:30:00.000,2023-03-30 01:00:00.000,0.120640,0.000000,0.000000
74473348,3531960426570140,163,20007766,001,2023-03-30 01:00:00.000,2023-03-30 01:30:00.000,0.115120,0.000000,0.000000
74480896,3531960426570140,163,20007766,001,2023-03-30 01:30:00.000,2023-03-30 02:00:00.000,0.106720,0.000000,0.000000
74485961,3531960426570140,163,20007766,001,2023-03-30 02:00:00.000,2023-03-30 02:30:00.000,0.106400,0.000000,0.000000
74491255,3531960426570140,163,20007766,001,2023-03-30 02:30:00.000,2023-03-30 03:00:00.000,0.103920,0.000000,0.000000
74495301,3531960426570140,163,20007766,001,2023-03-30 03:00:00.000,2023-03-30 03:30:00.000,0.106880,0.000000,0.000000
74501078,3531960426570140,163,20007766,001,2023-03-30 03:30:00.000,2023-03-30 04:00:00.000,0.109840,0.000000,0.000000
74507639,3531960426570140,163,20007766,001,2023-03-30 04:00:00.000,2023-03-30 04:30:00.000,0.130720,0.000000,0.000000
74511641,3531960426570140,163,20007766,001,2023-03-30 04:30:00.000,2023-03-30 05:00:00.000,0.158000,0.000000,0.000000
74516736,3531960426570140,163,20007766,001,2023-03-30 05:00:00.000,2023-03-30 05:30:00.000,0.174560,0.000000,0.000000
74525932,3531960426570140,163,20007766,001,2023-03-30 05:30:00.000,2023-03-30 06:00:00.000,0.163360,0.000000,0.000000
74529615,3531960426570140,163,20007766,001,2023-03-30 06:00:00.000,2023-03-30 06:30:00.000,0.192880,0.000000,0.000000
74536234,3531960426570140,163,20007766,001,2023-03-30 06:30:00.000,2023-03-30 07:00:00.000,0.226640,0.000000,0.000000
74541139,3531960426570140,163,20007766,001,2023-03-30 07:00:00.000,2023-03-30 07:30:00.000,0.217840,0.000000,0.000000
74547238,3531960426570140,163,20007766,001,2023-03-30 07:30:00.000,2023-03-30 08:00:00.000,0.230000,0.000000,0.000000
74551350,3531960426570140,163,20007766,001,2023-03-30 08:00:00.000,2023-03-30 08:30:00.000,0.255680,0.000000,0.000000
74557691,3531960426570140,163,20007766,001,2023-03-30 08:30:00.000,2023-03-30 09:00:00.000,0.271840,0.000000,0.000000
74562304,3531960426570140,163,20007766,001,2023-03-30 09:00:00.000,2023-03-30 09:30:00.000,0.277120,0.000000,0.000000
74567095,3531960426570140,163,20007766,001,2023-03-30 09:30:00.000,2023-03-30 10:00:00.000,0.292480,0.000000,0.000000
74572580,3531960426570140,163,20007766,001,2023-03-30 10:00:00.000,2023-03-30 10:30:00.000,0.296160,0.000000,0.000000
74578505,3531960426570140,163,20007766,001,2023-03-30 10:30:00.000,2023-03-30 11:00:00.000,0.284880,0.000000,0.000000
74583858,3531960426570140,163,20007766,001,2023-03-30 11:00:00.000,2023-03-30 11:30:00.000,0.282880,0.000000,0.000000
74638857,3531960426570140,163,20007766,001,2023-03-30 11:30:00.000,2023-03-30 12:00:00.000,0.283680,0.000000,0.000000
74638858,3531960426570140,163,20007766,001,2023-03-30 12:00:00.000,2023-03-30 12:30:00.000,0.278960,0.000000,0.000000
74638861,3531960426570140,163,20007766,001,2023-03-30 12:30:00.000,2023-03-30 13:00:00.000,0.278560,0.000000,0.000000
74638862,3531960426570140,163,20007766,001,2023-03-30 13:00:00.000,2023-03-30 13:30:00.000,0.278800,0.000000,0.000000
74638863,3531960426570140,163,20007766,001,2023-03-30 13:30:00.000,2023-03-30 14:00:00.000,0.287680,0.000000,0.000000
74638864,3531960426570140,163,20007766,001,2023-03-30 14:00:00.000,2023-03-30 14:30:00.000,0.286000,0.000000,0.000000
74638865,3531960426570140,163,20007766,001,2023-03-30 14:30:00.000,2023-03-30 15:00:00.000,0.277360,0.000000,0.000000
74638867,3531960426570140,163,20007766,001,2023-03-30 15:00:00.000,2023-03-30 15:30:00.000,0.274000,0.000000,0.000000
74638868,3531960426570140,163,20007766,001,2023-03-30 15:30:00.000,2023-03-30 16:00:00.000,0.259200,0.000000,0.000000
74638869,3531960426570140,163,20007766,001,2023-03-30 16:00:00.000,2023-03-30 16:30:00.000,0.255280,0.000000,0.000000
74643349,3531960426570140,163,20007766,001,2023-03-30 16:30:00.000,2023-03-30 17:00:00.000,0.258480,0.000000,0.000000
